Source File,GLOBALID,TfNSW_ProjectAndContractName,tbProjectContractCode,tbAEOSuppCode,tbAEOSuppName,tbDesignCompCode,tbDesignCompName,tbCoordSys,TfNSW_ProjectMilestoneDesc,TfNSW_StateDesc,TfNSW_SuitabilityDesc,TfNSW_DocumentNo,TfNSW_DocumentTitle,tbAEODisciplineCode,tbAEOSubDiscCode,TfNSW_AssetLocationID,TfNSW_ParentAssetLocationID,TfNSW_ProjectAssetLocationID,TfNSW_ParentProjectAssetLocationID,TfNSW_AssetLocationCode,TfNSW_ParentAssetLocationCode,TfNSW_AssetLocationDesc,TfNSW_UniclassAssetLocationCode,TfNSW_UniclassAssetLocationTitle,TfNSW_WorkZoneName,TfNSW_WorkZoneCode,Uniclass_CoCode,Uniclass_CoTitle,Uniclass_EnCode,Uniclass_EnTitle,Uniclass_SLCode,Uniclass_SLTitle,TfNSW_AssetID,TfNSW_ProjectAssetID,TfNSW_ParentAssetID,TfNSW_ParentProjectAssetID,TfNSW_AssetDataStandard,TfNSW_AssetTypeCode,TfNSW_AssetInstance,TfNSW_AssetCode,TfNSW_ParentAssetCode,TfNSW_AssetDescription,TfNSW_AssetLabel,TfNSW_UniclassAssetCode,TfNSW_UniclassAssetTitle,TfNSW_AssetTypeConfigCode,TfNSW_AssetTypeConfigDesc,TfNSW_DisciplineCode,TfNSW_SubDisciplineCode,TfNSW_WPDesignCode,TfNSW_WPSupplyCode,TfNSW_WPConstructionCode,TfNSW_WPCommissioningCode,TfNSW_AssetStatusCode,TfNSW_AssetOwnerOrgName,TfNSW_AssetOperatorOrgName,TfNSW_AssetMaintainerOrgName,TfNSW_StartKm,TfNSW_EndKm,TfNSW_GPSCoordinates,Uniclass_EFCode,Uniclass_EFTitle,Uniclass_SsCode,Uniclass_SsTitle,Uniclass_PrCode,Uniclass_PrTitle
ESCBRBRDD-SNJV-0139-GD-M3D-000602.ifc,1lhjaXtBH9FB73ZyQ26WUe,Blaxland Road and Balaclava Road - Detailed Design,ESCBRBRDD,-,-,SNJV,Sustain Joint Venture,GDA2020/MGA Zone56,Detailed Design - 100%,CLIENT SHARED,FOR REVIEW AND COMMENT,ESCBRBRDD-SNJV-0139-GD-M3D-000602,Signage Model,SG,GD,-,-,E1553729,1350147C,2024A,2024,Single Carriageway,SL_80_35_13,Carriageways,-,-,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35_13,Carriageways,-,-,-,BCF879A3,RAMS,R5-400(R).A,95,SI.SIGN.R5-400(R).A,SI.SIGN,NO STOPPING (RIGHT) - Size A,2024A.SI.SIGN.R5-400(R).A_95,Pr_40_10_77_72,Road traffic signs,-,-,SG,GD,-,-,-,-,PLAN,Transport for NSW,Transport for NSW,Transport for NSW,0.095,0.095,"-33.786311, 151.086193",EF_40_10,Signage,Ss_40_10_90_72,Road traffic signage systems,Pr_40_10_77_72,Road traffic signs
ESCBRBRDD-SNJV-0139-GD-M3D-000602.ifc,2Uj_oH8ULBQPFJRJUBKolD,Blaxland Road and Balaclava Road - Detailed Design,ESCBRBRDD,-,-,SNJV,Sustain Joint Venture,GDA2020/MGA Zone56,Detailed Design - 100%,CLIENT SHARED,FOR REVIEW AND COMMENT,ESCBRBRDD-SNJV-0139-GD-M3D-000602,Signage Model,SG,GD,-,-,E1553729,1350147C,2024A,2024,Single Carriageway,SL_80_35_13,Carriageways,-,-,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35_13,Carriageways,-,-,-,BCF879A3,RAMS,R5-400(R).A,95,SI.SIGN.R5-400(R).A,SI.SIGN,NO STOPPING (RIGHT) - Size A,2024A.SI.SIGN.R5-400(R).A_95,Pr_40_10_77_72,Road traffic signs,-,-,SG,GD,-,-,-,-,PLAN,Transport for NSW,Transport for NSW,Transport for NSW,0.095,0.095,"-33.786311, 151.086193",EF_40_10,Signage,Ss_40_10_90_72,Road traffic signage systems,Pr_40_10_77_72,Road traffic signs
ESCBRBRDD-SNJV-0139-GD-M3D-000602.ifc,3dSVhaK9L3FPE2vymiIBLC,Blaxland Road and Balaclava Road - Detailed Design,ESCBRBRDD,-,-,SNJV,Sustain Joint Venture,GDA2020/MGA Zone56,Detailed Design - 100%,CLIENT SHARED,FOR REVIEW AND COMMENT,ESCBRBRDD-SNJV-0139-GD-M3D-000602,Signage Model,SG,GD,-,-,E1553729,1350147C,2024A,2024,Single Carriageway,SL_80_35_13,Carriageways,-,-,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35_13,Carriageways,-,-,-,BCF879A3,RAMS,R5-20(R).A,112,SI.SIGN.R5-20(R).A,SI.SIGN,BUS ZONE (RIGHT) - Size A,2024A.SI.SIGN.R5-20(R).A_112,Pr_40_10_77_72,Road traffic signs,-,-,SG,GD,-,-,-,-,PLAN,Transport for NSW,Transport for NSW,Transport for NSW,0.112,0.112,"-33.786424, 151.086403",EF_40_10,Signage,Ss_40_10_90_72,Road traffic signage systems,Pr_40_10_77_72,Road traffic signs
ESCBRBRDD-SNJV-0139-GD-M3D-000602.ifc,39cuIEo65DsAdw5p8qwai7,Blaxland Road and Balaclava Road - Detailed Design,ESCBRBRDD,-,-,SNJV,Sustain Joint Venture,GDA2020/MGA Zone56,Detailed Design - 100%,CLIENT SHARED,FOR REVIEW AND COMMENT,ESCBRBRDD-SNJV-0139-GD-M3D-000602,Signage Model,SG,GD,-,-,E1553729,1350147C,2024A,2024,Single Carriageway,SL_80_35_13,Carriageways,-,-,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35_13,Carriageways,-,-,-,BCF879A3,RAMS,R5-20(R).A,112,SI.SIGN.R5-20(R).A,SI.SIGN,BUS ZONE (RIGHT) - Size A,2024A.SI.SIGN.R5-20(R).A_112,Pr_40_10_77_72,Road traffic signs,-,-,SG,GD,-,-,-,-,PLAN,Transport for NSW,Transport for NSW,Transport for NSW,0.112,0.112,"-33.786424, 151.086403",EF_40_10,Signage,Ss_40_10_90_72,Road traffic signage systems,Pr_40_10_77_72,Road traffic signs
ESCBRBRDD-SNJV-0139-GD-M3D-000602.ifc,3VPwhNvvv4fPxxyqyFOpfr,Blaxland Road and Balaclava Road - Detailed Design,ESCBRBRDD,-,-,SNJV,Sustain Joint Venture,GDA2020/MGA Zone56,Detailed Design - 100%,CLIENT SHARED,FOR REVIEW AND COMMENT,ESCBRBRDD-SNJV-0139-GD-M3D-000602,Signage Model,SG,GD,-,-,E1553729,1350147C,2024A,2024,Single Carriageway,SL_80_35_13,Carriageways,-,-,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35_13,Carriageways,-,-,-,BCF879A3,RAMS,R5-20(R).A,112,SI.SIGN.R5-20(R).A,SI.SIGN,BUS ZONE (RIGHT) - Size A,2024A.SI.SIGN.R5-20(R).A_112,Pr_40_10_77_72,Road traffic signs,-,-,SG,GD,-,-,-,-,PLAN,Transport for NSW,Transport for NSW,Transport for NSW,0.112,0.112,"-33.786424, 151.086403",EF_40_10,Signage,Ss_40_10_90_72,Road traffic signage systems,Pr_40_10_77_72,Road traffic signs
ESCBRBRDD-SNJV-0139-GD-M3D-000602.ifc,0une7$Ag9Bcfv6H_K0StdZ,Blaxland Road and Balaclava Road - Detailed Design,ESCBRBRDD,-,-,SNJV,Sustain Joint Venture,GDA2020/MGA Zone56,Detailed Design - 100%,CLIENT SHARED,FOR REVIEW AND COMMENT,ESCBRBRDD-SNJV-0139-GD-M3D-000602,Signage Model,SG,GD,-,-,E1553729,1350147C,2024A,2024,Single Carriageway,SL_80_35_13,Carriageways,-,-,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35_13,Carriageways,-,-,-,BCF879A3,RAMS,R5-20(R).A,112,SI.SIGN.R5-20(R).A,SI.SIGN,BUS ZONE (RIGHT) - Size A,2024A.SI.SIGN.R5-20(R).A_112,Pr_40_10_77_72,Road traffic signs,-,-,SG,GD,-,-,-,-,PLAN,Transport for NSW,Transport for NSW,Transport for NSW,0.112,0.112,"-33.786424, 151.086403",EF_40_10,Signage,Ss_40_10_90_72,Road traffic signage systems,Pr_40_10_77_72,Road traffic signs
ESCBRBRDD-SNJV-0139-GD-M3D-000602.ifc,2vxO6IlVP2nwpn6AEU7qGW,Blaxland Road and Balaclava Road - Detailed Design,ESCBRBRDD,-,-,SNJV,Sustain Joint Venture,GDA2020/MGA Zone56,Detailed Design - 100%,CLIENT SHARED,FOR REVIEW AND COMMENT,ESCBRBRDD-SNJV-0139-GD-M3D-000602,Signage Model,SG,GD,-,-,E1553729,1350147C,2024A,2024,Single Carriageway,SL_80_35_13,Carriageways,-,-,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35_13,Carriageways,-,-,-,BCF879A3,RAMS,LOVELL RD,50,SI.SIGN.LOVELL RD,SI.SIGN,LOVELL RD,2024A.SI.SIGN.LOVELL RD_50,Pr_40_10_77_72,Road traffic signs,-,-,SG,GD,-,-,-,-,PLAN,Transport for NSW,Transport for NSW,Transport for NSW,0.050,0.050,"-33.786403, 151.085327",EF_40_10,Signage,Ss_40_10_90_72,Road traffic signage systems,Pr_40_10_77_72,Road traffic signs
ESCBRBRDD-SNJV-0139-GD-M3D-000602.ifc,0_Z3JaESzDSfmVRoEgYBvh,Blaxland Road and Balaclava Road - Detailed Design,ESCBRBRDD,-,-,SNJV,Sustain Joint Venture,GDA2020/MGA Zone56,Detailed Design - 100%,CLIENT SHARED,FOR REVIEW AND COMMENT,ESCBRBRDD-SNJV-0139-GD-M3D-000602,Signage Model,SG,GD,-,-,E1553729,1350147C,2024A,2024,Single Carriageway,SL_80_35_13,Carriageways,-,-,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35_13,Carriageways,-,-,-,BCF879A3,RAMS,LOVELL RD,50,SI.SIGN.LOVELL RD,SI.SIGN,LOVELL RD,2024A.SI.SIGN.LOVELL RD_50,Pr_40_10_77_72,Road traffic signs,-,-,SG,GD,-,-,-,-,PLAN,Transport for NSW,Transport for NSW,Transport for NSW,0.050,0.050,"-33.786403, 151.085327",EF_40_10,Signage,Ss_40_10_90_72,Road traffic signage systems,Pr_40_10_77_72,Road traffic signs
ESCBRBRDD-SNJV-0139-GD-M3D-000602.ifc,3zqqnjsrr7$udauloQYkEh,Blaxland Road and Balaclava Road - Detailed Design,ESCBRBRDD,-,-,SNJV,Sustain Joint Venture,GDA2020/MGA Zone56,Detailed Design - 100%,CLIENT SHARED,FOR REVIEW AND COMMENT,ESCBRBRDD-SNJV-0139-GD-M3D-000602,Signage Model,SG,GD,-,-,E1553729,1350147C,2024A,2024,Single Carriageway,SL_80_35_13,Carriageways,-,-,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35_13,Carriageways,-,-,-,BCF879A3,RAMS,LOVELL RD,50,SI.SIGN.LOVELL RD,SI.SIGN,LOVELL RD,2024A.SI.SIGN.LOVELL RD_50,Pr_40_10_77_72,Road traffic signs,-,-,SG,GD,-,-,-,-,PLAN,Transport for NSW,Transport for NSW,Transport for NSW,0.050,0.050,"-33.786402, 151.085327",EF_40_10,Signage,Ss_40_10_90_72,Road traffic signage systems,Pr_40_10_77_72,Road traffic signs
ESCBRBRDD-SNJV-0139-GD-M3D-000602.ifc,0lkdW5KCr4hhO7PqvTgvFL,Blaxland Road and Balaclava Road - Detailed Design,ESCBRBRDD,-,-,SNJV,Sustain Joint Venture,GDA2020/MGA Zone56,Detailed Design - 100%,CLIENT SHARED,FOR REVIEW AND COMMENT,ESCBRBRDD-SNJV-0139-GD-M3D-000602,Signage Model,SG,GD,-,-,AE166CD8,5E9AB15D,0139A,139,Single Carriageway,SL_80_35_13,Carriageways,-,-,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35_13,Carriageways,-,-,-,BCF879A3,RAMS,BLAXLAND RD,56,SI.SIGN.BLAXLAND RD,SI.SIGN,BLAXLAND RD,0139A.SI.SIGN.BLAXLAND RD_56,Pr_40_10_77_72,Road traffic signs,-,-,SG,GD,-,-,-,-,PLAN,Transport for NSW,Transport for NSW,Transport for NSW,0.056,0.056,"-33.786472, 151.085102",EF_40_10,Signage,Ss_40_10_90_72,Road traffic signage systems,Pr_40_10_77_72,Road traffic signs
