Source File,GLOBALID,TfNSW_ProjectAndContractName,tbProjectContractCode,tbAEOSuppCode,tbAEOSuppName,tbDesignCompCode,tbDesignCompName,tbCoordSys,TfNSW_ProjectMilestoneDesc,TfNSW_StateDesc,TfNSW_SuitabilityDesc,TfNSW_DocumentNo,TfNSW_DocumentTitle,tbAEODisciplineCode,tbAEOSubDiscCode
ESCBRBRDD-SNJV-0139-GD-M3D-000602.ifc,,Blaxland Road and Balaclava Road - Detailed Design,ESCBRBRDD,-,-,SNJV,Sustain Joint Venture,GDA2020/MGA Zone56,Detailed Design - 100%,CLIENT SHARED,FOR REVIEW AND COMMENT,ESCBRBRDD-SNJV-0139-GD-M3D-000602,Signage Model,SG,GD
